,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P00742,0.12705682,-0.048988435,-0.052403685,0.19887543,-0.060576513,-0.03207247,0.62043226,-0.070912614,-0.060511604,0.034773465,0.92184556,1.0,-0.050255176,-0.04909091,0.07860934,-0.09468561,0.1800547,0.1299256,-0.057692092,-0.038185567,-0.05071873,-0.085987866,-0.0696539,-0.06441573,0.038817104,0.0903929,-0.024809148,-0.032808676,-0.05624865,-0.05045624,-0.039803825,-0.03635707,0.023598056,-0.014583404,-0.036439426,-0.07216869,-0.060199134,-0.04980735,0.18566997,0.05822648,0.02309427,-0.047400724,-0.116168745,0.1785284,-0.026483744,-0.014554054,-0.045148306,-0.08779591,-0.07834735,-0.086949214,-0.08500486,0.06730301,0.45461354,-0.062115546,-0.07754369,-0.079965934,0.004146087,-0.09813507,-0.071348146,-0.06644518,0.048284356,-0.031029502,-0.06491345,0.2659863,-0.14648981,-0.05119502,-0.049050864,0.057431076,-0.064584464,-0.0033857476,-0.079500884,0.038358297,-0.045479245,0.7382907,0.095333494,0.59012115,-0.08498423,0.03273787,-0.06400547,-0.0833178,-0.043264735,-0.03715528,-0.08365863,-0.038440667,-0.044139102,-0.018598355,-0.050389174,-0.040768318,0.04423481,-0.05169762,-0.09619914,-0.019971391,-0.086303554,-0.050029308,0.8755505,-0.053250805,-0.0742364,-0.066984124,-0.055985,-0.055941474,-0.04209906,-0.04355898,-0.08626682,0.13262597,0.75900483,-0.077991605,0.186504,-0.04721986,-0.03522328,-0.08063374,0.1725981,-0.07030692,0.35373726,-0.04002502,-0.047313314,-0.03185878,-0.018984282,-0.045763593,-0.07119354,-0.074548475,0.018342618,-0.05768555,-0.021403596,-0.044514768,-0.040459227,-0.056230627,-0.0630144,0.0032600195,-0.014639067,0.31253716,-0.047027435,0.72368807,-0.057177164,-0.026492078,-0.048379138,-0.0782963,-0.043515086,0.058084507,-0.07398547,-0.06567665,-0.03575354,-0.06447155,-0.070330575,-0.0659311,-0.04380536,-0.057826884,-0.033646133,-0.0072150095,-0.014896963,-0.046521153,-0.07455208,-0.04056351,-0.050359767,-0.035134017,-0.047925245,-0.031740364,-0.047231562,-0.054565564,-0.011593418,-0.046808682,-0.050917897,-0.044246536,0.006517602,0.44431227,-0.033674963,-0.049502663,0.05816355,-0.06767758,-0.02476527,-0.03613181,-0.0066636675,-0.019928211,-8.200712e-05,-0.057655957,-0.027222726,-0.038420424,0.10766643,-0.014944249
P00746,0.107216045,0.45029137,0.04767502,0.12924229,0.059851617,0.10115372,-0.06040543,0.2822002,-0.03380628,0.06314862,-0.040932212,-0.050255176,1.0,0.10877774,0.3489188,0.13973795,-0.038556222,-0.060528077,0.0031667496,-0.064530954,-0.008191972,-0.015944777,0.17725864,0.35182863,0.15076877,0.0994297,-0.043443546,-0.020229662,0.42801532,0.009973846,0.019168956,0.23736769,0.14832337,0.071259886,-0.09081033,-0.035445884,0.053062376,-0.0017164266,0.030177677,0.07836827,0.01414126,-0.055396084,-0.13765942,-0.08228595,-0.07772914,0.01998435,-0.01212389,-0.08110262,-0.06892442,-0.04779952,-0.060011845,0.010254129,0.045361914,-0.050736956,0.02849454,0.10285594,0.17183232,0.27813223,0.23352346,0.21795827,-0.045466136,0.044150952,0.058075584,-0.0065780315,0.012070406,0.18598574,0.124619,0.12636457,0.05056679,0.26503333,0.14246547,0.099722564,0.34134477,-0.056040473,-0.097203396,-0.07777306,0.0093112765,0.0176696,0.060610842,0.044129584,0.09680644,0.28420007,0.06262735,0.019910637,0.2734032,0.33253378,0.06866218,0.3447066,0.062071443,0.22924624,0.369331,0.21052463,-0.0792289,0.32441148,-0.039967127,0.32579243,0.2786126,0.1439013,-0.009471028,0.12007133,-0.016447993,0.117448896,0.3394107,0.21461736,-0.014560986,0.24467273,0.08948628,-0.06255788,-0.022060964,0.045633636,-0.011636636,0.38685668,0.02870822,-0.05392373,0.029775249,-0.006658249,0.29834,0.04511838,-0.09106841,0.16592796,0.07572062,0.26536092,0.26143706,0.36318314,-0.022146324,0.08539186,0.030845614,-0.05925893,-0.057570666,-0.029472357,0.15967074,-0.025801402,0.18686011,0.07845277,0.25564754,0.070892066,0.07951035,0.26942384,-0.09353314,0.003061509,0.062250096,0.13880412,-0.10720808,0.31650794,-0.068530984,0.06785377,0.067115456,0.30191904,0.3081841,0.04242108,-0.041393537,-0.043917235,0.1055885,-0.02133726,-0.04258829,0.074698284,-0.028747713,-0.01590245,0.08152358,0.0656898,0.26631597,0.21647058,-0.04014505,0.0011664501,0.36621475,-0.04527097,-0.0186177,0.31916338,0.010391717,0.21675803,0.00029389348,0.27399388,0.11096619,0.06162474,0.24090253,0.02799887,0.116353385,-0.05570572
P00747,-0.056832112,0.11577637,-0.017703747,0.04026105,0.027144628,0.064163916,-0.07512623,0.11178366,0.04522801,-0.035047784,-0.04489498,-0.04909091,0.10877774,1.0,0.13807951,0.08328862,-0.06688639,-0.041690245,-0.027123353,0.5296826,-0.055536523,-0.024142316,0.28048542,0.15313913,-0.016364656,0.014990357,-0.006858318,0.0099916505,0.080706954,-0.0059121577,0.03152631,0.13047194,-0.025266496,-0.02944961,-0.006217701,0.045647766,0.057694588,0.06359045,-0.048015665,-0.02571154,0.0014891917,-0.008032044,-0.03762227,-0.06755935,-0.06710713,0.00088176,-0.07836261,-0.049515467,0.0025595273,0.0038428577,0.010569548,-0.004082137,-0.021842662,-0.04929396,-0.02900539,0.0047203763,0.0727176,0.045358986,0.09586898,0.10507377,-0.030373998,-0.0010897128,-0.004863599,-0.071769595,0.026445888,0.092563875,-0.003213447,-0.009184841,0.025005529,0.06793053,0.10455547,-0.02825705,0.04168164,-0.05339697,-0.09292278,-0.063591145,0.056644488,0.11030304,0.012308119,0.039282195,0.031525407,0.019546237,0.022101596,0.008037253,-0.020462457,0.07465547,0.06843778,0.12640187,-0.0118652135,0.011748633,0.12179535,-0.01615542,-0.061339047,0.13839662,-0.049464844,0.14928572,0.0932177,0.10877698,-0.022746548,0.07745905,-0.0012010641,0.0739177,0.118053354,0.0038217418,-0.03342042,0.073568664,0.0007565687,-0.0138840545,-0.05037743,0.06320857,-0.054845564,0.18501592,-0.054117754,-0.048569325,0.015705863,-0.01998885,0.07463863,0.024220439,-0.0327437,0.11935735,0.03234182,-0.015544578,0.03652073,0.027835501,-0.015232421,0.01770266,0.08241406,-0.0056353365,0.010408292,-0.036480833,0.07076761,-0.052755717,0.12282018,0.03197572,0.1390762,0.014983423,-0.01898843,0.07319026,-0.046205517,-0.032083385,0.020992052,0.12704328,-0.022580842,0.18151063,-0.05223261,0.08984788,0.028698271,0.11170859,0.08219988,-0.059667684,-0.01708126,-0.027313197,0.03160787,-0.01712279,-0.03385511,0.038650494,0.09028022,0.158271,0.03596774,0.016081821,0.072036356,0.064618066,-0.045015164,-0.034614436,0.15916659,-0.038269993,-0.03468064,0.033005923,0.010697293,0.021228988,-0.009206489,0.027030613,0.031821825,0.09668362,0.07601018,-0.0055067935,0.039625555,-0.025709849
P00748,-0.0040335646,0.40665212,0.02614122,0.13355674,0.11497728,0.08783774,-0.009397725,0.26079077,0.03827928,0.015120334,0.11589088,0.07860934,0.3489188,0.13807951,1.0,0.1453533,-0.005704943,-0.05603824,-0.08091704,-0.04619751,-0.030812131,0.027516415,0.2557274,0.15299928,0.16242191,0.037845284,-0.043629073,-0.018422794,0.2604065,-0.03457579,0.047450647,0.36153665,0.24995218,0.034235038,-0.09067421,-0.08720544,0.04221169,0.04218511,0.07950459,0.059286356,0.066545136,-0.09153887,-0.054045722,0.05761775,-0.12278317,0.089046314,-0.084597744,-0.068107806,0.020324258,0.008583983,0.005834124,0.05686447,0.1166334,-0.041376345,0.01778965,0.18879654,0.26605654,0.16598193,0.3296389,0.11655236,-0.08545479,0.011588743,-0.07258824,-0.07252697,-0.057878256,0.02202238,0.1710396,0.31095368,-0.024796443,0.30179352,0.0837193,0.21320973,0.32711995,0.050319478,-0.033437375,0.0030751037,0.16130349,0.19447066,-0.019954495,0.014043039,0.09933327,0.10644628,0.18887834,0.026001928,0.09763412,0.40675476,0.09871108,0.25589165,0.06662384,0.06027576,0.32637736,0.09295132,-0.030242704,0.29216325,0.062177684,0.3736631,0.37157255,0.21666835,-0.04243427,0.1733207,-0.0045319223,0.23317574,0.26633248,0.1868129,0.018267624,0.2526925,0.1368535,-0.01455987,-0.050401565,0.0005482426,-0.054688416,0.3500792,0.13770865,-0.06714526,0.06267364,-0.035334848,0.2724593,0.08704856,-0.123340726,0.30973902,0.19592787,0.11888958,0.158669,0.08495033,0.009153987,0.067171015,0.074964836,-0.0043722442,0.007905977,0.04462382,0.014899105,0.012970822,0.32392454,0.11189712,0.3808024,0.09843092,0.035400335,0.12220871,-0.12919937,-0.03379856,0.082492456,0.36643037,-0.12785816,0.35356355,-0.08153164,0.12475063,0.055504084,0.28148496,0.4964957,-0.057719745,-0.04878377,-0.047581233,0.03251394,-0.0141550945,-0.052316725,0.12718639,-0.073848665,-0.03184213,0.10216125,0.15678556,0.19819397,0.21673085,-0.10871991,0.09057566,0.4193589,-0.017820526,-0.038136788,0.1696099,-0.0359924,0.008249759,0.08296044,0.2247805,0.24161014,0.12507266,0.3532207,-0.036773734,0.20293286,-0.07218671
P00751,-0.03606202,0.2720059,0.025237758,0.047947295,0.15128842,0.03842885,-0.12998745,0.18790099,0.035506755,-0.020257043,-0.03992023,-0.09468561,0.13973795,0.08328862,0.1453533,1.0,-0.12815917,-0.14384972,0.035939112,0.36540464,-0.0039815987,0.23415174,0.2910189,0.2477644,-0.06536798,0.014185783,0.0031739909,0.05796688,0.19575258,0.051485784,0.17125115,0.36445054,0.036663525,0.02790596,-0.022918144,-0.0041108634,0.118022665,0.2006917,-0.12288954,-0.016602198,0.11550549,-0.01747487,-0.030891309,-0.17529711,-0.082442634,-0.024314277,-0.04373244,-0.030495327,-0.022630384,-0.099440835,-0.07751639,0.014130554,-0.024570534,-0.0789951,-0.05250191,0.027712686,0.3472681,0.18643734,0.22454198,0.27689484,-0.012182013,0.03727687,0.03542617,-0.086709425,0.07827026,0.26916522,0.0028465835,-0.0271542,0.07491618,0.1849391,0.28781095,-0.08469821,0.035897356,-0.05881706,-0.14536689,-0.08865108,0.12826939,-0.069862425,0.061760914,0.029128866,-0.00606986,0.10361793,0.18872069,-0.0135292215,-0.0042904546,0.1561431,0.5354608,0.46386275,0.057496198,0.0994024,0.25120336,-0.05350596,-0.03967428,0.19560312,-0.04766142,0.36289445,0.43448827,0.321603,0.030445538,0.23317213,-0.02194991,0.23480143,0.3601102,0.10652228,-0.07610649,0.14804281,0.06744139,-0.0019319063,-0.09022079,0.12661663,-0.12741183,0.30731463,-0.11862603,-0.079532206,0.2686155,-0.057159476,0.20141992,0.052283537,-0.072955444,0.31750757,0.12222719,0.0049943267,0.11905318,0.115905754,-0.018076397,0.085881434,0.22112706,-0.013741138,0.025431972,0.001108684,0.15638578,-0.06363019,0.21349484,0.18994977,0.35632983,0.14687343,0.06755457,0.21775252,-0.049308084,-0.062789924,-0.010093557,0.32064164,-0.0989016,0.3352749,-0.09830832,0.2540345,-0.00034643337,0.31012964,0.09670244,-0.09948433,0.0063399174,-0.02412486,0.13277015,-0.005970036,0.026057946,0.16849113,0.060532343,0.23960957,0.15726522,0.07495707,0.010710255,0.09728523,-0.014923988,-0.016730567,0.26019698,0.01589067,-0.04964266,0.109014034,-0.0038079505,-0.020397713,0.031223522,0.07992628,0.123243615,0.33425334,0.22602066,-0.0060781627,0.0892249,-0.051449403
P01008,0.17216957,-0.06838078,0.012175098,-0.037654903,-0.06770714,-0.031283237,0.4369721,-0.10858207,-0.10693332,-0.0069467975,0.118918836,0.1800547,-0.038556222,-0.06688639,-0.005704943,-0.12815917,1.0,0.06786731,-0.058760043,-0.06771353,-0.05166969,-0.0035926958,-0.11987777,-0.06612615,0.15111028,-0.058275476,-0.034293804,-0.030545184,-0.08765376,-0.06695591,-0.059982136,-0.0768602,-0.055351585,-0.0012835591,-0.03193646,-0.098919526,-0.0948666,-0.0732877,-0.0030500398,0.030109448,0.0014094812,-0.083729066,-0.084676385,0.50285274,0.047055975,-0.027358446,-0.075888745,-0.11090669,-0.1108473,-0.12950842,-0.120184876,-0.08329222,0.35098132,-0.08532036,-0.10176655,-0.115702204,-0.099773064,-0.059650313,-0.11319677,-0.06697386,-0.077669255,-0.06265365,-0.07377081,0.15421118,-0.16102812,-0.07576745,-0.068961084,0.07702881,-0.082147226,0.19520208,-0.101523995,0.22334556,0.052383147,0.096923344,0.22032854,0.04004108,-0.0811858,0.15369637,-0.08633214,-0.12779897,0.047718644,-0.060200844,-0.106160745,-0.058614843,0.09055401,-0.06346041,-0.051516723,-0.062077284,0.4119924,-0.0604115,-0.05471681,0.01045553,-0.1085968,-0.0778527,0.14311211,-0.10056115,-0.118932,-0.10879627,-0.08819808,-0.049952492,-0.06498221,-0.07733235,-0.04697613,0.13570356,0.10172532,-0.12366474,0.09697408,-0.103906,0.007861961,-0.15753326,0.16196917,-0.097867265,0.5404722,-0.025890948,-0.045310907,-0.050141167,-0.02412964,-0.07998991,-0.101066805,-0.119002,0.08047664,0.15468104,-0.03351503,0.052153014,-0.06282993,-0.04625736,-0.08962138,-0.082747385,-0.092747055,-0.03394129,-0.06766025,0.066391475,-0.09523801,-0.03954603,-0.08791468,-0.065933764,-0.06910979,-0.09026521,-0.10830838,0.15638952,-0.064771056,-0.066041216,-0.100373246,-0.10543193,-0.058041494,-0.074790336,-0.04102994,-0.10240841,0.075572446,0.22667852,-0.09989034,-0.062425252,-0.01907305,-0.060620606,-0.08148086,-0.06301134,-0.07201318,-0.05856627,-0.05561043,-0.04614354,0.16679625,0.04607418,-0.070414275,0.08135476,-0.075069904,-0.00069903274,-0.030373927,0.033848375,-0.07449315,0.026396962,0.013659675,0.16536555,0.22874431,-0.06335958,0.19733123,-0.039167713,-0.059768412,-0.024641983
P01009,0.26639566,-0.08971996,0.1628913,0.2517533,0.07913074,0.033679225,0.11314026,-0.08276118,0.23061457,0.43679726,0.120490484,0.1299256,-0.060528077,-0.041690245,-0.05603824,-0.14384972,0.06786731,1.0,-0.121988446,0.029533777,0.13827723,-0.018595947,-0.09499904,-0.13385342,0.017269772,0.29257295,-0.035389747,-0.058470927,-0.04834352,-0.05640892,-0.07136995,-0.10569124,0.09658366,0.08003129,0.055834465,0.14034285,-0.0067333602,-0.061163057,0.18825336,0.16189942,0.14004327,0.012771357,-0.044079516,-0.01715858,0.18262714,-0.0127177695,0.034802627,-0.07079737,-0.1306024,-0.10562736,-0.11159724,0.19654557,-1.6888454e-05,-0.11557161,-0.1317723,-0.11262625,-0.101509705,-0.019420074,-0.082922205,0.026119946,0.45705006,0.091705136,-0.05389462,0.4239967,-0.052254714,0.07508877,-0.09420172,-0.071195036,0.116901755,-0.070171736,0.1487319,-0.011455262,-0.048657395,0.065482974,0.04540488,0.07633995,-0.054012038,0.00035942646,0.09582874,-0.111549795,0.01761256,-0.032168616,0.04934241,-0.022812458,-0.05700991,0.09239254,-0.078353316,-0.12488401,0.041109588,0.0123087345,-0.12608339,0.11055133,0.07434996,-0.13414164,0.081460506,-0.091512136,-0.06506763,-0.07066021,-0.09001223,-0.122041054,-0.017690634,-0.09277345,-0.12893088,0.41059065,0.10990896,-0.062189445,0.12191435,-0.039468005,0.017112076,0.0067244004,0.3550553,-0.11216279,0.028658574,-0.010494144,-0.084910795,-0.030977098,-0.05818648,-0.06474521,-0.087364614,-0.067615494,-0.060240265,-0.040204488,-0.07916148,-0.089129984,-0.0233173,-0.031912636,0.13102534,0.1690155,0.1823913,-0.034235068,0.08350647,0.09719575,-0.13516621,-0.094390064,0.0002889734,0.114759766,0.04132126,-0.017412994,-0.07404401,0.17605942,-0.03574944,0.056639854,-0.05880382,-0.09401425,-0.10086907,0.17832401,0.013660273,-0.09038703,-0.046130277,0.07984742,-0.06610607,-0.024192415,-0.10922883,-0.022813948,-0.021411583,-0.07874136,0.03849571,-0.04016164,-0.060623154,0.11743925,-0.053848933,-0.0854829,0.30193934,0.26125443,-0.109603316,0.2654737,0.47078773,-0.0035593987,0.13569254,0.11847931,0.010812138,-0.053940192,-0.004886851,0.099092364,-0.103472546,0.012334744,0.014919075,-0.0017604043
P01011,-0.118277736,-0.06970561,-0.06929174,-0.10781477,-0.08162616,-0.029823808,-0.112120055,-0.11254853,-0.113423795,-0.091381215,-0.05079398,-0.057692092,0.0031667496,-0.027123353,-0.08091704,0.035939112,-0.058760043,-0.121988446,1.0,0.02110642,-0.04387835,-0.12594339,-0.09676366,0.14598028,-0.086884215,-0.09015033,-0.030361723,-0.034670148,-0.0761504,-0.051459666,-0.04880701,-0.06346628,-0.08573051,-0.1276381,-0.119976796,-0.13653065,-0.117144495,-0.061565716,-0.1873054,-0.08738595,-0.056619808,0.010862537,0.18452063,-0.1477606,0.1325484,-0.061735827,-0.083788805,-0.054029327,-0.074593626,-0.09257525,-0.093874656,-0.07239652,-0.07651479,-0.063279584,-0.087252155,-0.10615693,-0.09464232,-0.041784562,-0.08267862,0.13769282,-0.04345429,0.21133171,0.3978124,-0.041712657,0.34878492,0.20501785,-0.068661265,-0.09035063,0.11633671,-0.0893821,0.027744256,-0.07433138,-0.089634284,-0.09545257,-0.13638762,-0.06272021,-0.090646155,-0.08919028,0.14636435,-0.091742784,-0.07264426,-0.05267148,-0.076563545,-0.048501328,0.014485013,-0.108322136,-0.029318376,0.0040206797,-0.07143579,-0.05704479,-0.05340789,-0.050069947,-0.11220076,-0.06191194,-0.07540913,-0.07872638,-0.08627705,-0.07388337,-0.004324083,-0.022867754,-0.052697588,-0.061407935,-0.06868204,0.08505666,-0.050995186,-0.11530933,-0.08836535,-0.08130073,-0.063048325,-0.13691673,-0.07739726,-0.018648079,-0.081524745,-0.05706056,0.054614656,-0.041643526,-0.07020473,-0.0671179,-0.048806224,-0.09017946,-0.07347723,-0.05307864,0.035431843,0.03041152,-0.05122604,-0.08518802,-0.029935343,-0.05836492,-0.05355476,-0.08031537,0.025984034,-0.06452992,-0.069730714,-0.045889918,-0.07012563,-0.10747728,-0.05936944,-0.004914311,-0.06408255,-0.07885109,-0.06034157,-0.08233493,-0.06669541,-0.081647694,-0.04735915,-0.031402927,-0.04877132,-0.034588587,-0.10176245,-0.077707,-0.027975632,-0.04856993,0.015741462,-0.036665905,-0.05796682,-0.0019528025,-0.037572965,0.019863207,-0.06891883,-0.06414561,-0.10410424,-0.010020766,0.010837936,-0.04951984,-0.07207481,-0.06851527,-0.05750869,-0.017857783,-0.04116059,-0.059238918,-0.058577057,-0.09237041,-0.059597705,-0.028554475,-0.094004385,0.06865939,-0.071593955,-0.044757243
P01019,-0.06440103,0.008977723,-0.0025464792,-0.046919357,0.033531133,0.0155079095,-0.05920791,-0.037329488,0.008376971,0.019102814,-0.032131724,-0.038185567,-0.064530954,0.5296826,-0.04619751,0.36540464,-0.06771353,0.029533777,0.02110642,1.0,0.015926605,0.007188844,0.13012533,0.0033228453,-0.09201269,-0.037247192,-0.020185653,-0.020870129,-0.013046871,-0.031981654,-0.012509655,0.006926425,-0.012284678,-0.063184775,-0.051036365,-0.061637897,-0.016854152,-0.033575844,-0.10483277,-0.03892291,0.01139447,0.056180276,-0.041405156,-0.14253129,-0.05277645,-0.01580328,-0.026651993,-0.08596891,-0.082227826,-0.099987194,-0.10154107,0.033181623,-0.05317268,-0.059673797,-0.069974154,-0.066336714,0.022337234,-0.031429917,-0.032482877,0.051196244,0.042817254,0.015512011,-0.010453471,-0.00826689,0.017689083,0.023796469,-0.026519759,-0.07159233,-0.0001345768,-0.037978612,0.06631185,-0.076122016,-0.06736492,-0.046109818,-0.0676028,0.019689402,-0.035554454,-0.08176271,0.05212874,-0.018346867,-0.005679937,-0.018228613,0.025923148,-0.024182305,-0.04406532,-0.014087421,0.35421926,0.21480621,0.036222205,-0.022776393,-0.00091685343,-0.029747287,-0.061260357,0.0030731934,-0.047034882,0.025042215,0.027422434,0.028172323,0.007899986,0.10396401,-0.025223559,-0.0058064987,0.0033263157,0.06860001,-0.034097027,-0.04200712,-0.044786315,-0.009197012,-0.040131785,-0.026101476,-0.037475802,0.004086584,-0.081012376,-0.039726097,0.0040126173,-0.042770676,-0.01872765,-0.017580902,-0.029373305,0.024198638,-0.017320974,-0.044758625,-0.011305341,0.009874946,-0.02677249,0.003256025,0.15335332,0.04313729,0.05294189,-0.01184141,0.043721113,-0.009066693,-0.00880421,0.10282896,0.044253267,0.010784061,-0.026650138,0.06488796,0.016285773,-0.04164801,-0.020717748,0.027049696,-0.029158385,0.012787003,-0.053862147,0.13129285,-0.020861905,0.026344819,-0.04747005,-0.05737485,-0.056027777,-0.011792474,0.053048566,-0.023343228,0.012000612,0.034767244,0.14804919,0.57268274,-0.0075353975,-0.0014070437,0.018483507,-0.035879485,0.08773484,0.123891525,-0.005582632,0.010398156,0.08324535,-0.04698822,0.049236685,-0.010044129,0.03939603,-0.0528223,-0.02017032,0.11281814,-0.029785052,-0.01955043,0.058181733,-0.006676357
P01023,-0.033681076,0.03416551,-0.066178136,-0.0078108716,-0.037105687,-0.017219039,-0.10465913,-0.033252764,0.044743206,0.061555687,-0.051127635,-0.05071873,-0.008191972,-0.055536523,-0.030812131,-0.0039815987,-0.05166969,0.13827723,-0.04387835,0.015926605,1.0,-0.061604224,-0.04218654,0.011552507,-0.06128136,0.016085012,-0.047893696,-0.04479339,-0.025269687,-0.029626923,-0.0077322097,0.034965057,-0.029645385,0.09281206,-0.086562425,-0.09880023,-0.08727983,-0.037873585,0.08824703,0.023857439,0.026356626,-0.06896398,-0.080941655,0.01932129,-0.06820416,-0.06402867,-0.1421893,-0.05709374,-0.11125537,-0.07492846,-0.08483259,-0.030851334,-0.05276808,-0.10583106,-0.1017972,-0.108339444,-0.08950104,-0.0699551,-0.0017967963,-0.034962602,0.057958346,0.026011374,-0.027492959,-0.049073182,-0.0050917407,-0.023691578,-0.073469944,-0.08831768,0.042951033,0.000213777,-0.08216274,-0.04587815,-0.0166527,-0.075373866,-0.14156798,-0.065532476,0.04448023,-0.09519826,0.40671426,-0.09407371,0.018764563,-0.045167677,-0.038905367,-0.032132726,-0.0252735,-0.017784685,0.01340003,0.029645965,-0.1100035,-0.06897904,-0.014060331,-0.021057319,-0.1464521,0.017489102,-0.07930183,0.004802985,-0.071648926,-0.055719014,-0.06872714,0.053248614,-0.045727357,-0.012977607,-0.018227523,0.06494211,-0.0443008,-0.07139419,-0.0644694,-0.09358433,-0.07973317,-0.15791556,-0.0097791245,-0.0032434375,-0.05039343,-0.06346957,0.031854354,-0.030340973,-0.006896521,-0.045687918,-0.11325726,-0.06852104,-0.020808306,-0.0300054,0.008297541,0.016572576,-0.04687817,-0.06397749,-0.040823642,-0.036796495,-0.011370508,-0.073365375,-0.027549079,-0.04998901,0.028337745,0.0025913334,0.04528693,-0.07888971,-0.071294114,0.021893105,-0.10420707,-0.087381184,-0.036041737,-0.04145355,-0.08537849,-0.02671756,-0.08590213,-0.027650744,0.07119816,0.014548,-0.036670838,-0.06131957,-0.017182758,-0.05672751,0.018959524,-0.040349778,-0.063102156,0.03379597,0.08619047,0.083717905,-0.022072442,-0.009888946,0.02006817,-0.015587756,0.09607641,0.02149046,0.037297398,-0.05258271,0.103625715,-0.055623233,0.1647381,-0.019567415,-0.011250887,-0.03547072,-0.05119534,-0.06672798,-0.015053088,-0.033881564,-0.020247491,-0.040705256
